"Dirección IP","Palabra clave","Modelo","Número de serie","Nivel de cartucho negro","Número de serie de cartucho negro","Páginas en carrito con el cartucho negro","Capacidad de cartucho negro","Cobertura de duración de cartucho negro","Último trabajo de cobertura de cartucho negro","Fecha de instalación de cartucho negro","Nivel de unidad de imágenes","Número de serie de la unidad de imagen","Capacidad de unidad de imágenes","Nivel de kit de mantenimiento","Capacidad de kit de mantenimiento","Estado de suministro"
"22.98.88.147 (UNSECURED CAESAR1)","Despensa Familiar Nahuizalco","Lexmark MX511de","70157GHH1KFP0","100","CAB241631A0A","655","20000","5","2","2025-04-17T17:49:42.000+00:00","28","CAB193154CCD","60000","66","200000","Aceptar"
"22.98.96.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Sonsonate","Lexmark MS811","40638D6602RDK","100","CAB253370FC4","885","45000","3","5","2026-08-28T18:52:04.000+00:00","67","CAB2431750CB","100000","57","200000","Aceptar"
"22.98.96.147 (UNSECURED CAESAR1)","Despensa Familiar Sonsonate","Lexmark MX511de","70157GHH1HTXW","12","CAB242841E03","15704","20000","4","7","2025-07-27T21:08:31.000+00:00","24","CAB240801B2F","60000","40","200000","Aceptar"
"22.98.104.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Salvador Centro","Lexmark MS811","40637D6604W6W","58","CAB1726904F9","79135","45000","1","2","2017-08-01T07:55:59.000+00:00","93","CAB25007614C","100000","70","200000","Aceptar"
"22.98.104.123 (UNSECURED CAESAR1)","Despensa Familiar San Salvador Centro","Lexmark MX511de","70157GHH1TKRW","61","CAB253292C27","6706","20000","1","8","2026-08-20T10:58:33.000+00:00","17","CAB2417216EF","60000","2","200000","Aceptar"
"22.98.104.147 (UNSECURED CAESAR1)","Despensa Familiar San Salvador Centro","Lexmark MX511de","70157GHH1HTWZ","39","CAB242841DE7","9119","20000","","2","2026-08-20T10:55:50.000+00:00","63","CAB241867892","60000","94","200000","Aceptar"
"22.98.112.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar El Congo","Lexmark MS811","406347990KD9M","100","CAB2533713F8","5684","45000","2","2","2026-06-25T13:12:38.000+00:00","80","CAB25183513F","100000","78","200000","Aceptar"
"22.98.112.147 (UNSECURED CAESAR1)","Despensa Familiar El Congo","Lexmark MX511de","70157GHH1TT54","24","CAB24292357A","12642","20000","5","4","2025-04-07T17:02:57.000+00:00","100","CAB2609126F1","60000","74","200000","Aceptar"
"22.98.120.146 (UNSECURED CAESAR1_LITE)","Despensa Familiar Quezaltepeque Parque","Lexmark MS811","40637D6604WCX","29","CAB232645D6C","39884","45000","4","9","2024-04-15T11:32:38.000+00:00","90","CAB2507114C6","100000","76","200000","Aceptar"
"22.98.120.147 (UNSECURED CAESAR1)","Despensa Familiar Quezaltepeque Parque","Lexmark MX511de","70157GHH1KFNR","56","CAB251890039","5717","20000","5","2","2026-03-17T17:44:46.000+00:00","85","CAB252271FDA","60000","67","200000","Aceptar"
"22.98.128.123 (UNSECURED CAESAR2)","Despensa Familiar Santa Tecla Parque San Martin","Lexmark MS521dn","4600820104T6V","89","CAB25272163D","3481","25000","5","11","2026-06-30T05:00:00.000+00:00","36","CAB2416661A8","60000","100","200000","Aceptar"
"22.98.128.147 (UNSECURED CAESAR1)","Despensa Familiar Santa Tecla Parque San Martin","Lexmark MX511de","70157GHH1HV35","6","CAB242841DF3","27100","20000","3","2","2025-04-28T16:42:38.000+00:00","16","CAB241721732","60000","51","200000","Aceptar"
"22.98.136.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Nueva Concepcion","Lexmark MS811","40635C6600FMT","70","CAB24215662E","9545","45000","6","5","2025-09-30T22:36:41.000+00:00","100","CAB251620289","100000","60","200000","Aceptar"
"22.98.136.147 (UNSECURED CAESAR1)","Despensa Familiar Nueva Concepcion","Lexmark MX511de","70157GHH1HV3N","11","CAB25189008C","18026","20000","3","11","2026-01-10T11:04:29.000+00:00","100","CAB2535014B5","60000","100","200000","Aceptar"
"22.98.144.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar El Transito","Lexmark MS811","40638D6602RFX","65","CAB222375B44","17754","45000","4","2","2023-02-22T20:09:16.000+00:00","82","CAB182355225","100000","40","200000","Aceptar"
"22.98.144.147 (UNSECURED CAESAR1)","Despensa Familiar El Transito","Lexmark MX511de","70157GHH1HR8X","48","CAB253292C81","10452","20000","4","2","2026-04-02T11:55:21.000+00:00","13","CAB24214640B","60000","88","200000","Aceptar"
"22.98.152.146 (UNSECURED CAESAR1_LITE)","Despensa Familiar Apopa Pericentro","Lexmark MS811","40637D6604WK0","50","CAB243102DE0","35515","45000","3","2","2025-02-13T22:18:52.000+00:00","78","CAB250711AB0","100000","42","200000","Aceptar"
"22.98.152.147 (UNSECURED CAESAR1)","Despensa Familiar Apopa Pericentro","Lexmark MX511de","70157GHH1RF4L","38","CAB2506464BD","8566","20000","4","6","2025-12-22T15:35:22.000+00:00","24","CAB222854F38","60000","26","200000","Aceptar"
"22.98.160.122 (UNSECURED CAESAR2)","Maxi Despensa San Marcos","Lexmark MS823dn","4064847013XC1","100","CAB2332568CF","40265","55000","2","19","2024-03-05T15:52:11.000+00:00","68","CAD1831862FC","150000","77","225000",""
"22.98.160.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Marcos","Lexmark MS811","40637D6604WCP","36","CAB241483D65","47230","45000","3","2","2025-01-27T22:06:11.000+00:00","2","CAB230383AAF","100000","22","200000","Aceptar"
"22.98.160.147 (UNSECURED CAESAR1)","Maxi Despensa San Marcos","Lexmark MX511de","70157GHH1RF6B","2","CAB253292C37","19279","20000","3","2","2026-04-21T18:34:14.000+00:00","5","CAB242223EFB","60000","46","200000","Aceptar"
"22.98.176.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Olocuilta","Lexmark MS811","406347990KD28","81","CAB251742F2F","8351","45000","5","2","2026-01-02T19:58:25.000+00:00","90","CAB2507111E2","100000","73","200000","Aceptar"
"22.98.176.147 (UNSECURED CAESAR1)","Despensa Familiar Olocuilta","Lexmark MX511de","70157GHH1HV2V","54","CAB25133106C","11616","20000","3","17","2026-01-07T17:57:12.000+00:00","29","CAB193163938","60000","11","200000","Aceptar"
"22.98.192.123 (UNSECURED CAESAR2)","Maxi Despensa Santa Ana","Lexmark MS823dn","40648180106K5","12","CAB2134310B1","91026","55000","2","1","2024-10-14T15:59:59.000+00:00","75","CAB250421193","150000","1","225000","Advertencia"
"22.98.192.146 (UNSECURED CAESAR2)","Maxi Despensa Santa Ana","Lexmark MS823dn","40648180106HW","29","CAB212494DAD","43138","55000","4","1","2025-08-29T06:00:00.000+00:00","30","CAD222989CB8","150000","16","225000","Aceptar"
"22.98.192.147 (UNSECURED CAESAR1)","Maxi Despensa Santa Ana","Lexmark MX511de","70157GHH1HV26","22","CAB2214053EC","9912","20000","6","7","2023-09-20T18:56:03.000+00:00","67","CAB2219300E9","60000","67","200000","Aceptar"
"22.98.192.148 (UNSECURED CAESAR1_LITE)","Maxi Despensa Santa Ana","Lexmark MS811","40637D6604WC1","85","CAB251411CBD","5399","45000","6","6","2026-04-09T15:30:10.000+00:00","41","CAB220403BCF","100000","38","200000","Aceptar"
"22.98.200.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Metropolis","Lexmark MS811","40637D6604W6L","81","CAB251411C9A","6003","45000","6","2","2026-02-05T01:10:45.000+00:00","56","CAB230333D18","100000","12","200000","Aceptar"
"22.98.200.147 (UNSECURED CAESAR1)","Despensa Familiar Metropolis","Lexmark MX511de","70157GHH1HR4N","16","CAB241631BDF","21873","20000","3","2","2025-03-17T22:13:50.000+00:00","59","CAB241853391","60000","65","200000","Aceptar"
"22.98.208.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa Sonsonate","Lexmark MS811","40638D6602MD9","34","CAB251411CDB","38097","45000","3","7","2025-12-31T17:25:03.000+00:00","39","CAB2431750EA","100000","40","200000","Aceptar"
"22.98.208.123 (UNSECURED CAESAR2)","Maxi Despensa Sonsonate","Lexmark MS823dn","4064847013XCN","100","CAB252802E79","2843","55000","4","7","2026-07-29T18:01:13.000+00:00","63","CAD222989D59","150000","44","225000","Aceptar"
"22.98.208.146 (UNSECURED CAESAR1)","Maxi Despensa Sonsonate","Lexmark MX511de","70157GHH1KFNL","100","CAB2616309A8","594","20000","7","7","2026-08-28T20:08:14.000+00:00","24","CAB24172175B","60000","17","200000","Aceptar"
"22.98.208.148 (UNSECURED CAESAR2)","Maxi Despensa Sonsonate","Lexmark MS823dn","4064847013XC0","12","CAB182647795","62051","55000","4","5","2026-07-29T13:34:28.000+00:00","54","CAD1831862F1","150000","67","225000",""
"22.98.216.123 (UNSECURED CAESAR2)","Despensa Familiar San Luis la Herradura","Lexmark MS823dn","4064820010FNR","44","CAB232832628","29566","55000","1","","2026-03-09T16:12:10.000+00:00","50","CAD182771E35","150000","55","225000","Aceptar"
"22.98.216.147 (UNSECURED CAESAR1)","Despensa Familiar San Luis la Herradura","Lexmark MX511de","70157GHH1KFN6","53","CAB251890031","10717","20000","3","6","2025-11-09T22:00:55.000+00:00","94","CAB252262E23","60000","49","200000","Aceptar"
"22.98.224.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar El Rosario","Lexmark MS811","40637D6604WDG","74","CAB251411CE0","12632","45000","4","2","2026-01-20T22:02:16.000+00:00","47","CAB2331470AF","100000","63","200000","Aceptar"
"22.98.224.147 (MISSING_CREDENTIALS CAESAR1)","Despensa Familiar El Rosario","Lexmark MX511de","70157GHH1RF5Z","30","CAB250646437","9106","20000","6","7","2025-10-11T15:50:52.000+00:00","82","CAB193163860","60000","30","200000","Aceptar"
"22.98.232.122 (UNSECURED CAESAR2)","Maxi Despensa Soyapango","Lexmark MS823dn","4064847013XCG","19","CAB24033042B","52782","55000","2","1","2025-07-09T19:35:11.000+00:00","75","CAB242074931","150000","77","225000","Aceptar"
"22.98.232.123 (UNSECURED CAESAR2)","Maxi Despensa Soyapango","Lexmark MS823dn","40648180106HP","79","CAB251364D62","13432","55000","4","1","2025-12-17T13:00:03.000+00:00","80","CAB241791D0A","150000","17","225000","Aceptar"
"22.98.232.146 (UNSECURED CAESAR2)","Maxi Despensa Soyapango","Lexmark MS823dn","40648180106HM","49","CAB241446D70","34406","55000","1","12","2025-09-09T14:26:56.000+00:00","100","CAB251320E19","150000","63","225000","Aceptar"
"22.98.232.147 (UNSECURED CAESAR1)","Maxi Despensa Soyapango","Lexmark MX511de","70157GHH1RF6D","100","CAB253292E4A","696","20000","5","2","2026-07-23T00:04:54.000+00:00","88","CAB252271FE8","60000","18","200000","Aceptar"
"22.98.240.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa Boulevard del Ejercito","Lexmark MS811","40635C6600DV3","68","CAB251411C6C","10244","45000","6","5","2026-01-15T17:43:30.000+00:00","77","CAB24317512F","100000","69","200000","Aceptar"
"22.98.240.146 (UNSECURED CAESAR1_LITE)","Maxi Despensa Boulevard del Ejercito","Lexmark MS811","40633699078XB","46","CAB2421569D9","27829","45000","3","11","2025-05-29T17:40:01.000+00:00","69","CAB243175105","100000","49","200000","Aceptar"
"22.98.240.147 (UNSECURED CAESAR1)","Maxi Despensa Boulevard del Ejercito","Lexmark MX511de","70157GHH1PL3T","48","CAB2506462F9","3588","20000","5","10","2025-10-06T18:11:55.000+00:00","91","CAB242223EDF","60000","76","200000","Aceptar"
"22.98.246.140 (UNSECURED CAESAR1_LITE)","Maxi Despensa Boulevard del Ejercito","Lexmark MS811","406337990FVWL","67","CAB250221111","10242","45000","6","12","2019-08-22T11:20:43.000+00:00","73","CAB222221D68","100000","100","200000","Aceptar"
"22.98.248.122 (UNSECURED CAESAR1_LITE)","Walmart Escalon","Lexmark MS811","40637D6604WCG","55","CAB251411C57","35599","45000","3","2","2026-02-24T14:58:23.000+00:00","69","CAB251702BDE","100000","27","200000","Aceptar"
"22.98.248.123 (UNSECURED CAESAR1_LITE)","Walmart Escalon","Lexmark MS811","40637D6604WDV","28","CAB251411CE5","25165","45000","4","12","2021-01-12T06:25:20.000+00:00","4","CAB230333D7B","100000","70","200000","Aceptar"
"22.98.248.146 (UNSECURED CAESAR1_LITE)","Walmart Escalon","Lexmark MS811","40637D6604WC8","10","CAB251411CD3","46893","45000","4","4","2025-12-03T17:13:54.000+00:00","37","CAB25028017B","100000","64","200000","Aceptar"
"22.98.248.147 (UNSECURED CAESAR1)","Walmart Escalon","Lexmark MX511de","70157GHH1TT3Z","86","CAB250646416","1801","20000","6","12","2018-10-27T16:06:52.000+00:00","100","CAB25350154F","60000","58","200000","Aceptar"
"22.98.248.148 (UNSECURED CAESAR1_LITE)","Walmart Escalon","Lexmark MS811","40638D6602R73","48","CAB2533717B6","17361","45000","6","5","2026-06-05T16:38:46.000+00:00","51","CAB2500759FA","100000","73","200000","Aceptar"
"22.99.0.122 (UNSECURED CAESAR1_LITE)","Walmart Constitucion","Lexmark MS811","40638D66023C2","100","CAB253371626","1141","45000","3","2","2026-09-11T20:05:45.000+00:00","71","CAB251702BCA","100000","87","200000","Aceptar"
"22.99.0.123 (UNSECURED CAESAR1_LITE)","Walmart Constitucion","Lexmark MS811","40637D6604WB4","68","CAB253371403","20344","45000","3","2","2019-02-23T17:38:59.000+00:00","100","CAB253532679","100000","61","200000","Aceptar"
"22.99.0.146 (UNSECURED CAESAR1_LITE)","Walmart Constitucion","Lexmark MS811","406337990FVVV","50","CAB24149018C","20561","45000","5","5","2026-07-06T14:55:00.000+00:00","62","CAB25353269A","100000","41","200000","Aceptar"
"22.99.0.147 (UNSECURED CAESAR1)","Walmart Constitucion","Lexmark MX511de","70157GHH1HV3R","70","CAB253292CFC","3104","20000","8","10","2026-06-17T13:08:27.000+00:00","22","CAS17315045C","60000","45","200000","Aceptar"
"22.99.0.148 (UNSECURED CAESAR1_LITE)","Walmart Constitucion","Lexmark MS811","40638D6601K7G","79","CAB2533713A3","6977","45000","5","3","2026-08-05T15:12:12.000+00:00","13","CAB2502801E0","100000","7","200000","Aceptar"
"22.99.8.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa Lourdes","Lexmark MS811","40638D6602RGY","50","CAB251411C90","21952","45000","3","2","2026-01-04T15:42:52.000+00:00","7","CAB223081DF3","100000","72","200000","Aceptar"
"22.99.8.123 (UNSECURED CAESAR2)","Maxi Despensa Lourdes","Lexmark MS823dn","4064847013XCB","78","CAB212494D7E","8472","55000","9","10","2026-03-27T23:36:41.000+00:00","100","CAB253501242","150000","27","225000","Aceptar"
"22.99.8.147 (UNSECURED CAESAR1)","Maxi Despensa Lourdes","Lexmark MX511de","70157GHH1HTYR","69","CAB253292C46","4001","20000","7","3","2026-05-28T16:52:11.000+00:00","63","CAB241867782","60000","19","200000","Aceptar"
"22.99.8.148 (UNSECURED CAESAR2)","Maxi Despensa Lourdes","Lexmark MS823dn","4064847013XBR","49","CAB2225739BD","39579","55000","","7","2024-11-09T22:20:24.000+00:00","74","CAD1936193AF","150000","26","225000","Aceptar"
"22.99.16.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa Troncal de Norte","Lexmark MS811","40638D6601K7R","100","CAB253371635","2666","45000","6","2","2026-08-25T17:33:30.000+00:00","100","CAB2516202D5","100000","85","200000","Aceptar"
"22.99.16.123 (UNSECURED CAESAR2)","Maxi Despensa Troncal de Norte","Lexmark MS823dn","4064820010FNB","58","CAB222573E36","61689","55000","5","7","2023-08-04T13:51:23.000+00:00","86","CAD2207484A2","150000","100","225000",""
"22.99.16.147 (UNSECURED CAESAR1)","Maxi Despensa Troncal de Norte","Lexmark MX511de","70157GHH1HTX9","2","CAB25189001C","12702","20000","4","2","2026-03-26T13:54:05.000+00:00","93","CAB253501522","60000","92","200000","Aceptar"
"22.99.24.122 (UNSECURED CAESAR2)","Maxi Despensa Usulutan","Lexmark MS823dn","4064847013X8H","64","CAB2428845FC","29180","55000","2","1","2025-06-07T06:00:00.000+00:00","80","CAB242074591","150000","85","225000","Aceptar"
"22.99.24.123 (UNSECURED CAESAR2)","Maxi Despensa Usulutan","Lexmark MS823dn","4064820010FNK","51","CAB241641685","32488","55000","5","1","2024-09-06T18:48:42.000+00:00","22","CAD182771EE3","150000","76","225000","Aceptar"
"22.99.24.146 (UNSECURED CAESAR1)","Maxi Despensa Usulutan","Lexmark MX511de","70157GHH1HTZY","85","CAB253292D22","2750","20000","4","2","2026-04-14T17:08:36.000+00:00","77","CAB241870049","60000","65","200000","Aceptar"
"22.99.24.148 (UNSECURED CAESAR2)","Maxi Despensa Usulutan","Lexmark MS823dn","40649190169ZL","48","CAB242884671","16152","55000","3","29","2026-03-04T07:06:30.000+00:00","83","CAD22074849A","150000","58","225000","Aceptar"
"22.99.32.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Cojutepeque","Lexmark MS811","406347990KCZN","80","CAB201680CF6","34936","45000","1","2","2020-10-29T17:43:24.000+00:00","75","CAB193395B71","100000","56","200000","Aceptar"
"22.99.32.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Cojutepeque","Lexmark MS811","406347990KCZV","86","CAB243102CF9","5484","45000","5","6","2025-05-12T17:48:53.000+00:00","25","CAB221964019","100000","64","200000","Aceptar"
"22.99.32.146 (UNSECURED CAESAR1)","Despensa Familiar Cojutepeque","Lexmark MX511de","70157GHH1HTX3","12","CAB2518828F5","20033","20000","4","9","2026-01-05T22:07:49.000+00:00","87","CAB253501495","60000","82","200000","Aceptar"
"22.99.40.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Acajutla","Lexmark MS811","40635C6600Z6X","72","CAB25022117F","12844","45000","3","8","2025-12-13T16:35:12.000+00:00","79","CAB25028002A","100000","66","200000","Aceptar"
"22.99.40.147 (UNSECURED CAESAR2)","Despensa Familiar Acajutla","Lexmark MX432adwe","701933230H55V","79","CAA243394380","4257","20000","5","","2026-03-11T17:25:24.000+00:00","85","CAA233322C65","40000","91","100000","Aceptar"
"22.99.48.122 (UNSECURED CAESAR1_LITE)","Walmart San Miguel","Lexmark MS811","40638D6602MD5","100","CAB253370FB4","5440","45000","2","6","2026-07-29T19:38:54.000+00:00","61","CAB250273CC1","100000","100","200000","Aceptar"
"22.99.48.123 (UNSECURED CAESAR1_LITE)","Walmart San Miguel","Lexmark MS811","40637D6604W6X","15","CAB241483EA6","49183","45000","2","2","2025-10-18T21:01:54.000+00:00","71","CAB250273CD0","100000","42","200000","Aceptar"
"22.99.48.146 (UNSECURED CAESAR1)","Walmart San Miguel","Lexmark MX511de","70157GHH1TT0Y","48","CAB253292E13","4810","20000","10","9","2026-07-18T16:56:21.000+00:00","78","CAB252262D78","60000","39","200000","Aceptar"
"22.99.48.147 (UNSECURED CAESAR1)","Walmart San Miguel","Lexmark MX711","74634C66013RY","17","CAB25022106B","23726","45000","7","5","2025-12-01T14:46:37.000+00:00","72","CAB2502801EE","100000","69","200000","Aceptar"
"22.99.48.148 (UNSECURED CAESAR1_LITE)","Walmart San Miguel","Lexmark MS811","406347990P0WF","100","CAB253370F45","1412","45000","5","7","2026-08-20T15:28:15.000+00:00","61","CAB250075A03","100000","100","200000","Aceptar"
"22.99.64.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Sonzacate Norte","Lexmark MS811","40636C6604PVF","32","CAB230763C5F","37034","45000","2","2","2025-01-03T20:19:17.000+00:00","86","CAB2431750D8","100000","46","200000","Aceptar"
"22.99.64.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Sonzacate Norte","Lexmark MS811","40636C6604PLN","43","CAB241490207","29411","45000","4","6","2024-11-07T16:45:03.000+00:00","71","CAB241860A8B","100000","18","200000","Aceptar"
"22.99.64.146 (UNSECURED CAESAR1)","Despensa Familiar Sonzacate Norte","Lexmark MX511de","70157GHH1H230","6","CAB22140533F","13893","20000","6","2","2023-06-13T16:22:38.000+00:00","59","CAB222854E82","60000","33","200000","Aceptar"
"22.99.72.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Ana Norte","Lexmark MS811","40636C6601DZN","85","CAB230763C3E","23729","45000","1","2","2019-10-01T19:56:46.000+00:00","24","CAB220690ACB","100000","85","200000","Aceptar"
"22.99.72.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Ana Norte","Lexmark MS811","40636C6601DXV","22","CAB193382EC8","50226","45000","3","6","2023-10-12T18:33:17.000+00:00","92","CAB221990E26","100000","11","200000","Aceptar"
"22.99.72.147 (UNSECURED CAESAR1)","Despensa Familiar Santa Ana Norte","Lexmark MX511de","701555HH0R4BG","13","CAB24292380E","16012","20000","4","2","2025-06-25T19:56:35.000+00:00","68","CAB241870196","60000","91","200000","Aceptar"
"22.99.80.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Cuscatancingo Norte","Lexmark MS811","40636C6604PNL","45","CAB1726905F6","90167","45000","1","2","2021-01-22T18:31:21.000+00:00","28","CAB223081DF1","100000","42","200000","Aceptar"
"22.99.80.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Cuscatancingo Norte","Lexmark MS811","40636C6604PTY","57","CAB243102C6E","22679","45000","4","9","2025-05-05T19:42:23.000+00:00","88","CAB250076130","100000","100","200000","Aceptar"
"22.99.80.147 (UNSECURED CAESAR1)","Despensa Familiar Cuscatancingo Norte","Lexmark MX511de","70156PHH16D3C","51","CAB251882913","8377","20000","5","2","2025-11-03T21:34:50.000+00:00","100","CAB252262D76","60000","23","200000","Aceptar"
"22.99.88.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Ilopango","Lexmark MS811","40636C6604P11","88","CAB230763C98","23077","45000","1","2","2023-08-10T15:36:25.000+00:00","78","CAB230383A96","100000","29","200000","Aceptar"
"22.99.88.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Ilopango","Lexmark MS811","40636C6604PVK","39","CAB241483D89","28192","45000","4","2","2024-11-19T22:27:33.000+00:00","74","CAB24186093D","100000","81","200000","Aceptar"
"22.99.88.147 (UNSECURED CAESAR1)","Despensa Familiar Ilopango","Lexmark MX511de","70157GHH1H2BH","24","CAB2506469B5","10517","20000","6","3","2025-07-24T17:53:58.000+00:00","63","CAB24214687B","60000","52","200000","Aceptar"
"22.99.96.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Vicente  Santa Elena","Lexmark MS811","40636C6604PTW","87","CAB250221179","18237","45000","1","2","2025-09-22T20:56:15.000+00:00","84","CAB2503059D7","100000","100","200000","Aceptar"
"22.99.96.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Vicente  Santa Elena","Lexmark MS811","40635C6600ZF2","28","CAB243102C0E","26419","45000","5","2","2020-11-10T23:17:19.000+00:00","91","CAB2516202F2","100000","100","200000","Aceptar"
"22.99.96.147 (UNSECURED CAESAR1)","Maxi Despensa San Vicente  Santa Elena","Lexmark MX511de","70157GHH1H24D","100","CAB26114492C","290","20000","8","14","2026-09-10T12:57:36.000+00:00","73","CAB24186788A","60000","13","200000","Aceptar"
"22.99.104.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa Prados de Venecia","Lexmark MS811","40636C6604PVY","33","CAB222375A6E","60066","45000","2","2","2023-11-03T14:48:41.000+00:00","13","CAB220403CB7","100000","20","200000","Aceptar"
"22.99.104.123 (UNSECURED CAESAR1)","Maxi Despensa Prados de Venecia","Lexmark MX511de","70157GHH1TT4P","10","CAB242923782","22476","20000","3","2","2025-07-24T11:57:51.000+00:00","87","CAB253503693","60000","62","200000","Aceptar"
"22.99.104.146 (UNSECURED CAESAR1_LITE)","Maxi Despensa Prados de Venecia","Lexmark MS811","40636C6604PW1","71","CAB222424520","41245","45000","","2","2025-06-20T19:11:56.000+00:00","22","CAB223081E1F","100000","55","200000","Aceptar"
"22.99.104.147 (UNSECURED CAESAR1)","Maxi Despensa Prados de Venecia","Lexmark MX511de","70156PHH16D1H","6","CAB250646307","14447","20000","5","2","2026-01-20T16:10:48.000+00:00","39","CAB241867951","60000","16","200000","Aceptar"
"22.99.104.148 (UNSECURED CAESAR1_LITE)","Maxi Despensa Prados de Venecia","Lexmark MS811","40636C6604PL0","54","CAB232645D20","16987","45000","3","22","2024-07-24T14:12:13.000+00:00","75","CAB24317510A","100000","54","200000","Aceptar"
"22.99.128.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ilobasco","Lexmark MS811","40637D6604WBP","49","CAB242156BDA","32211","45000","3","2","2025-06-06T14:51:08.000+00:00","76","CAB2502801D8","100000","54","200000","Aceptar"
"22.99.128.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ilobasco","Lexmark MS811","40638D6600N3K","89","CAB2502210CA","4406","45000","5","7","2026-05-23T13:02:56.000+00:00","79","CAB2431750C8","100000","46","200000","Aceptar"
"22.99.128.146 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ilobasco","Lexmark MS811","40638D6601K1B","25","CAB222375B0D","39958","45000","2","7","2018-04-26T00:28:06.000+00:00","60","CAS1802604C1","100000","87","200000","Aceptar"
"22.99.128.147 (UNSECURED CAESAR1)","Maxi Despensa Ilobasco","Lexmark MX511de","70157GHH1TT6Y","68","CAB2506463FC","5678","20000","5","12","2025-09-27T17:08:56.000+00:00","41","CAB18073112D","60000","57","200000","Aceptar"
"22.99.160.122 (UNSECURED CAESAR1_LITE)","Walmart Santa Elena","Lexmark MS811","40637D6604G66","67","CAB2502210EF","62648","45000","1","2","2025-08-25T12:41:12.000+00:00","72","CAB251702C12","100000","6","200000","Aceptar"
"22.99.160.123 (UNSECURED CAESAR1)","Walmart Santa Elena","Lexmark MX511de","70157GHH1TT0T","87","CAB253292B24","1397","20000","7","6","2026-09-07T18:02:02.000+00:00","100","CAB253500EE6","60000","50","200000","Aceptar"
"22.99.160.146 (UNSECURED CAESAR1_LITE)","Walmart Santa Elena","Lexmark MS811","40636C6604PNV","71","CAB250221052","9157","45000","7","8","2023-05-29T19:39:32.000+00:00","66","CAB200277CAA","100000","100","200000","Aceptar"
"22.99.160.147 (UNSECURED CAESAR1)","Walmart Santa Elena","Lexmark MX511de","70157GHH1TP1M","22","CAB253292B7F","9351","20000","8","12","2026-05-20T02:50:13.000+00:00","100","CAB253501426","60000","34","200000","Aceptar"
"22.99.160.148 (UNSECURED CAESAR1_LITE)","Walmart Santa Elena","Lexmark MS811","40637D6604G5Z","100","CAB253371647","4554","45000","3","2","2026-08-29T18:16:40.000+00:00","100","CAB2535324E6","100000","74","200000","Aceptar"
"22.99.160.158 (UNSECURED CAESAR1_LITE)","Walmart Santa Elena","Lexmark MS811","40636C6604PNP","37","CAB250221049","44019","45000","3","3","2025-10-19T17:59:12.000+00:00","32","CAB250280096","100000","8","200000","Aceptar"
"22.99.168.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ahuachapan","Lexmark MS811","40637D6604G60","25","CAB201680D62","74285","45000","2","17","2024-01-02T21:24:39.000+00:00","29","CAB222221D71","100000","5","200000","Aceptar"
"22.99.168.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ahuachapan","Lexmark MS811","40637D6604G6C","41","CAB193382DF5","19824","45000","7","7","2024-10-09T16:29:29.000+00:00","78","CAB241860AC2","100000","41","200000","Aceptar"
"22.99.168.146 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ahuachapan","Lexmark MS811","40638D6602MDL","19","CAB230881953","38747","45000","3","2","2025-06-04T19:57:41.000+00:00","12","CAB1930469B7","100000","76","200000","Aceptar"
"22.99.168.147 (UNSECURED CAESAR1)","Maxi Despensa Ahuachapan","Lexmark MX511de","70157GHH1T7WD","2","CAB22062510C","21197","20000","5","4","2022-06-10T18:59:41.000+00:00","36","CAS1728603E7","60000","68","200000","Aceptar"
